gene	mean	median	longest_isoform	merged
Ccdc34	2079	2079	2079	2079
Ccdc34os	980	980	980	980
Bbox1	1628	1628	1628	1628
Fibin	2069	2069	2069	2069
Slc5a12	5098	5098	5104	5191
Ano3	6026	6026	6026	6026
Muc15	3249	3249	3277	3277
4930430A15Rik	1838	1838	1838	1838
Olfr1275	939	939	939	939
Olfr1276	939	939	939	939
Olfr1277	912	912	912	912
Olfr1278	942	942	942	942
Olfr1279	942	942	942	942
Olfr1280	918	918	918	918
Olfr1281	918	918	918	918
Olfr1282	918	918	918	918
Olfr1283	918	918	918	918
Olfr1284	936	936	936	936
Olfr1286	918	918	918	918
Olfr1287	918	918	918	918
Olfr1288	939	939	939	939
Olfr1289	897	897	897	897
Olfr1290	1092	1025	1234	1286
Olfr1294	939	939	939	939
Olfr1295	939	939	939	939
Olfr1297	939	939	939	939
Olfr1298	939	939	939	939
Olfr1299	996	996	996	996
Olfr1300-ps1	2235	2235	2235	2235
Olfr1301	939	939	939	939
Olfr1302	948	948	948	948
Olfr1303	939	939	939	939
Olfr1305	939	939	939	939
Olfr1306	939	939	939	939
Olfr1307	939	939	939	939
Olfr1308	963	963	963	963
Olfr1309	963	963	963	963
Olfr1310	939	939	939	939
Olfr1311	939	939	939	939
Olfr1312	954	954	954	954
Olfr1313	936	936	936	936
Olfr1314	939	939	939	939
Olfr1316	945	945	945	945
Olfr1317	951	951	951	951
Olfr1318	1110	1110	1110	1110
Lpcat4	1902	1902	1902	1902
Nutm1	3731	3731	3731	3731
Nop10	738	738	738	738
Slc12a6	6286	6286	6617	6735
Emc4	975	975	975	975
Katnbl1	2883	2883	2883	2883
Emc7	1072	1072	1072	1072
Chrm5	1746	1746	1746	1746
Aven	1250	1250	1415	1521
Ryr3	15408	15408	15408	15408
Mir1954	75	75	75	75
Tmco5b	1237	1237	1237	1237
Fmn1	10277	11147	11925	14909
4930533B01Rik	1029	1029	1029	1029
Grem1	1639	1639	1639	1639
Scg5	1227	1227	1227	1227
Arhgap11a	5017	5017	5017	5017
Gjd2	2879	2879	2879	2879
A530058N18Rik	1550	1550	1550	1550
Actc1	1390	1390	1390	1390
C130080G10Rik	1906	1906	1906	1906
Aqr	4655	4655	4897	5097
Mir7002	55	55	55	55
Zfp770	4263	4263	4263	4263
Dph6	2700	2700	2700	2700
4930528P14Rik	507	507	507	507
3110099E03Rik	2644	2644	2644	2644
BC052040	2761	2761	2770	2770
Mir1951	89	89	89	89
Meis2	4785	4726	5010	5267
2810405F15Rik	1549	1549	1549	1549
Tmco5	1187	1187	1187	1187
D330050G23Rik	1756	1756	1802	1810
Spred1	4161	4161	6317	7084
Mir674	100	100	100	100
Fam98b	1861	1861	1861	1861
Rasgrp1	5105	5105	5105	5105
Gm13985	2639	2639	2639	2639
4930412B13Rik	1276	1276	1276	1276
Gm13986	3469	3469	3469	3469
Thbs1	5802	5802	5802	5802
Fsip1	1673	1673	1673	1673
Gpr176	3911	3911	3911	3911
1700054M17Rik	445	445	445	445
Eif2ak4	5061	5061	5213	5248
Srp14	790	790	790	790
Bmf	4633	4633	4633	4633
Bub1b	3669	3669	3669	3669
Pak6	3899	3899	4137	4193
Ankrd63	4861	4861	4861	4861
Plcb2	5110	5110	5145	5145
Inafm2	3053	3053	3053	3053
A430105I19Rik	4716	4716	4716	4716
Phgr1	541	541	541	541
Disp2	6629	6629	6629	6629
Knstrn	3118	3118	3118	3118
Ivd	2067	2067	2067	2067
Bahd1	4428	4428	4428	4428
Chst14	2087	2087	2087	2087
Ccdc32	1870	1870	1870	1870
Rpusd2	5134	5134	5134	5134
Casc5	6525	6525	6525	6525
Rad51	2138	2138	2138	2138
Rmdn3	2252	2252	2252	2252
Gchfr	629	629	629	629
Dnajc17	1008	1008	1008	1008
Gm14137	3067	3067	3067	3067
Zfyve19	1868	1868	1923	1923
Ppp1r14d	778	778	811	811
Spint1	2274	2274	2274	2274
Rhov	1657	1657	1657	1657
Vps18	4054	4054	4054	4054
Gm14207	979	979	979	979
Dll4	3451	3451	3451	3451
Chac1	1570	1570	1570	1570
Ino80	6296	6296	6296	6296
Exd1	3143	3143	3143	3143
Chp1	2594	2594	2594	2594
1700020I14Rik	1464	1464	1549	1549
Oip5	1557	1557	1557	1557
Nusap1	2910	2910	2960	2960
Ndufaf1	1451	1451	1451	1451
Rtf1	4664	4664	4664	4664
Itpka	1808	1808	1808	1808
Ltk	2657	2657	3080	3200
Rpap1	4783	4783	4822	4822
Tyro3	4220	4220	4452	4822
Mga	13617	13617	13931	13931
Mapkbp1	6937	6937	6937	6937
Mir7665	63	63	63	63
Jmjd7	1383	1383	1383	1383
Gm28042	5101	5101	5101	5101
Pla2g4b	3858	3858	3858	3858
Ehd4	3387	3387	3387	3387
Pla2g4e	4477	4477	4477	4477
Pla2g4d	3286	3286	3286	3286
Pla2g4f	3125	3125	3125	3125
Vps39	4381	4380	4417	4450
Tmem87a	2924	2924	2927	2998
Ganc	4804	4804	4804	4804
4931402G19Rik	2258	2258	2258	2258
Capn3	2893	2890	3166	3488
Zfp106	9099	9099	9099	9099
Snap23	2186	2190	2223	2223
Lrrc57	1923	1949	1965	2115
Haus2	3097	3084	3154	3218
Cdan1	6384	6384	6384	6384
Ttbk2	11044	11077	11151	11268
AV039307	964	964	1195	1332
Ubr1	7761	7761	7761	7761
Tmem62	2866	2866	2866	2866
Ccndbp1	1572	1572	1572	1572
Epb4.2	3472	3472	3472	3472
Tgm5	2531	2531	2531	2531
Tgm7	2123	2123	2123	2123
Lcmt2	3407	3407	3407	3407
Adal	2403	2369	2475	2727
Zscan29	4162	4162	5929	6334
Tubgcp4	3605	3605	4253	4253
Trp53bp1	9549	9549	9624	9624
Map1a	11681	11681	11823	11912
Ppip5k1	5531	5531	5531	5531
Ckmt1	1589	1589	1589	1589
Strc	5757	5757	5757	5757
Catsper2	2247	2247	2247	2247
Pdia3	2642	2642	2642	2642
Ell3	1674	1674	1674	1674
Serf2	3105	3076	3186	3186
Serinc4	2534	2534	2534	2534
Hypk	604	604	604	604
Mfap1b	1887	1887	1887	1887
Mfap1a	3419	3419	3419	3419
Wdr76	4195	4229	4244	4244
Frmd5	4200	4200	4200	4200
Casc4	4013	4034	4202	4354
Mageb3	2322	2322	2322	2322
Ctdspl2	6734	6734	6737	6737
Eif3j1	2413	2413	2413	2413
Eif3j2	2409	2409	2409	2409
Spg11	7665	7665	7665	7665
Patl2	2434	2434	2434	2434
B2m	858	858	858	858
Trim69	1758	1758	1758	1758
4933406J08Rik	2111	2111	2111	2111
Sord	2259	2259	2259	2259
Duox2	4554	4554	4554	4554
Duoxa2	1592	1592	1592	1592
Duoxa1	1543	1543	1543	1543
Duox1	5267	5267	5267	5267
Shf	1558	1558	1558	1558
Slc28a2	3904	3904	3904	3904
Bambi-ps1	1215	1215	1215	1215
Gm14085	3740	3740	3740	3740
Gatm	2357	2357	2357	2357
Spata5l1	1321	1321	1321	1321
AA467197	640	640	640	640
Mir147	79	79	79	79
Slc30a4	5408	5408	5482	5482
Bloc1s6	3494	3494	3494	3494
Sqrdl	1755	1664	1983	2100
Sema6d	6057	6178	6509	7207
4930517E11Rik	1457	1457	1457	1457
4930583P06Rik	733	733	733	733
Slc24a5	1951	1951	1951	1951
Myef2	2776	2927	2999	3523
Ctxn2	1030	1030	1030	1030
Slc12a1	4644	4644	4644	4740
Dut	2310	2310	2358	2512
Fbn1	9900	9900	9900	9900
Cep152	5768	5768	5768	5768
Shc4	4820	4820	4820	4820
Eid1	2543	2543	2543	2543
Secisbp2l	6797	6797	6797	6797
Cops2	3286	3326	3364	3364
Galk2	2576	2576	2629	2792
Fam227b	1858	1858	1858	1858
Fgf7	2672	2672	2672	2672
Dtwd1	1343	1343	1343	1343
Atp8b4	5529	5529	5529	5529
Slc27a2	2301	2301	2301	2301
Hdc	2399	2399	2399	2399
Gabpb1	2208	2349	3254	5644
Usp8	4193	4193	4210	4210
Usp50	1748	1748	1748	1748
Trpm7	7143	7143	7145	7145
Sppl2a	5612	5612	5612	5612
Mir3473g	136	136	136	136
Ap4e1	6524	6524	6524	6524
Blvra	1170	1170	1170	1170
Ncaph	2694	2694	2694	2694
Itpripl1	3601	3601	3689	3756
1810024B03Rik	1266	1266	1266	1266
Snrnp200	6740	6740	6740	6740
Ciao1	3075	3075	3075	3075
Tmem127	4401	4401	4401	4401
Stard7	3118	3118	3118	3118
Dusp2	1618	1618	1618	1618
Astl	2316	2316	2382	2498
Adra2b	3936	3936	3936	3936
Gpat2	2628	2628	2628	2628
Fahd2a	1226	1226	1226	1226
Kcnip3	2836	2834	2928	3568
Prom2	4245	4245	4266	4266
Zfp661	2879	2879	2989	2989
Mrps5	1434	1434	1434	1434
Mal	2694	2694	2778	2778
Mall	1967	1967	1967	1967
Nphp1	2294	2294	2297	2297
1500011K16Rik	811	811	811	811
Bub1	4335	4335	4337	4337
Acoxl	2861	2861	2861	2861
Bcl2l11	3863	4779	5037	7137
Gm14005	1737	1836	2797	4490
Anapc1	8967	8967	8967	8967
Mertk	3555	3555	3555	3555
Tmem87b	4622	4622	4622	4622
Fbln7	2909	2909	2909	2909
Zc3h8	1567	1567	1567	1567
Zc3h6	4916	4916	4916	4916
Ttl	4562	4562	4562	4562
Polr1b	3998	3998	3998	3998
Chchd5	1302	1302	1302	1302
AI847159	1006	1006	1006	1006
Slc20a1	2661	2661	3303	4162
A730036I17Rik	3433	3433	3433	3433
Ckap2l	3137	3137	3137	3137
Gm14023	1781	1781	1781	1781
Il1a	1974	1974	1974	1974
Il1b	1327	1327	1327	1327
Il1bos	1396	1396	1396	1396
F830045P16Rik	1925	1925	1925	1925
Sirpa	3604	3604	4030	4267
Pdyn	2411	2411	2507	2547
4932416H05Rik	3091	3091	3091	3091
Stk35	5818	5818	6193	6193
Tgm3	4144	4144	4144	4144
Mir6339	117	117	117	117
AU015228	2982	2982	2982	2982
Tgm6	3267	3317	3471	3546
Snrpb	1121	1121	1121	1121
Tmc2	3216	3216	3216	3216
Nop56	1895	1895	1895	1895
Snord110	59	59	59	59
Snord57	63	63	63	63
Idh3b	1520	1520	1520	1520
Ebf4	2670	2670	2670	2670
Cpxm1	2421	2421	2421	2421
1700020A23Rik	613	613	702	733
Tmem239	1139	1139	1139	1139
Pced1a	3211	3211	3505	3654
Vps16	3206	3206	3206	3206
Ptpra	3555	3555	3609	3609
4930473A02Rik	1409	1409	1409	1409
Mrps26	962	962	962	962
Oxt	540	540	540	540
Avp	507	507	507	507
Ubox5	3787	3742	3884	3884
Fastkd5	3145	3145	3164	3164
Lzts3	4184	4256	4319	4319
Ddrgk1	1101	1101	1101	1101
Itpa	1159	1159	1159	1159
Slc4a11	3201	3201	3201	3201
4930402H24Rik	4951	4951	4951	4951
Gm14057	2136	2136	2136	2136
A730017L22Rik	2375	2375	2375	2375
Atrn	8737	8737	8737	8737
Gfra4	1406	1406	1453	1499
Mir6973b	80	80	80	80
Adam33	3126	3126	3165	3165
Siglec1	6387	6387	6387	6387
Hspa12b	2943	2943	2943	2943
Mir3098	54	54	54	54
1700037H04Rik	1241	1241	1241	1241
Spef1	2264	2264	2264	2264
Cenpb	2724	2724	2724	2724
Cdc25b	3067	3067	3106	3151
Ap5s1	1417	1451	1601	1601
Mavs	2906	2915	3098	3189
Pank2	4266	4266	4266	4266
Mir103-2	86	86	86	86
Rnf24	5565	5565	5565	5565
Smox	1743	1764	2262	2262
Adra1d	2394	2394	2394	2394
5330413P13Rik	3631	3631	3631	3631
Erv3	3378	3378	3378	3378
Prnp	2961	2961	3732	3732
Prn	2781	2781	3400	3400
Prnd	2251	1955	3178	3212
Rassf2	4785	4785	4785	4785
Slc23a2	6364	6364	6364	6364
Tmem230	1563	1563	1593	1593
Pcna	1260	1260	1260	1260
Cds2	5904	8073	8396	8985
Prokr2	4533	4533	4533	4533
4921508D12Rik	1075	1075	1075	1075
1700026D11Rik	847	847	847	847
Gpcpd1	3567	3592	3701	5053
AU019990	1472	1472	2061	2494
1110034G24Rik	1471	1471	1471	1471
Chgb	2733	2733	2733	2733
Trmt6	2820	2820	2820	2820
Mcm8	3430	3430	3472	3472
Crls1	1750	1750	1907	2054
Lrrn4	3475	3475	3475	3475
Fermt1	5255	5255	5255	5255
Bmp2	3566	3566	3566	3566
Mir3090	87	87	87	87
Hao1	2029	2029	2029	2029
Tmx4	5147	5147	5147	5147
Plcb1	7057	7057	7116	7116
4930545L23Rik	2502	2502	2502	2502
Mir3963	21	21	21	21
9630028H03Rik	2288	2288	2288	2288
Plcb4	3692	3692	3692	3692
Lamp5	1955	1955	1955	1955
Pak7	4773	4773	4773	4773
Ankef1	2723	2723	2723	2723
Snap25	2119	2119	2119	2237
Mkks	2736	2974	3194	3194
Slx4ip	2277	2556	2840	3111
Jag1	5493	5493	5493	5493
Btbd3	4789	4789	4940	5111
Mir1952	79	79	79	79
Sptlc3	2759	2759	2759	2759
Ism1	2965	2965	2965	2965
Tasp1	2270	2246	2526	3914
Esf1	3392	3392	3392	3392
Ndufaf5	2732	2732	2732	2732
Sel1l2	2219	2219	2219	2219
Macrod2	2722	2722	3552	5041
Flrt3	4260	4260	4537	4537
Kif16b	5445	5445	5445	5445
Kif16bos	495	495	495	495
Snrpb2	1230	1230	1230	1230
Otor	916	916	916	916
Pcsk2os1	4233	4233	4233	4233
Pcsk2	4743	4743	4743	4743
Pcsk2os2	3370	3370	3370	3370
Bfsp1	2381	2381	2390	2390
Dstn	1900	1900	1900	1900
Rrbp1	3933	3933	5177	5483
Banf2	467	467	526	528
Gm5535	1743	1743	1743	1743
Snx5	2462	2462	2507	2620
Snord17	221	221	221	221
Mgme1	2907	2836	3107	3107
Ovol2	1342	1342	1472	1533
Pet117	322	322	322	322
Csrp2bp	3506	3506	3748	3751
Zfp133-ps	1079	1079	1079	1079
Gm38402	1557	1557	1557	1557
Dzank1	6831	6831	6831	6831
Polr3f	4160	4160	4160	4160
Rbbp9	2160	2160	2160	2160
Sec23b	2720	2792	2810	2915
Gm561	459	459	459	459
Dtd1	1283	1283	1283	1283
Scp2d1	750	750	750	750
Slc24a3	3422	3422	3422	3422
Gm14092	1814	1814	1814	1814
BC039771	2084	2084	2084	2084
Rin2	4657	4657	4657	4657
Naa20	1157	1157	1172	1172
Crnkl1	3111	3111	3111	3111
Cfap61	1561	1561	1561	1561
Insm1	3022	3022	3022	3022
Ralgapa2	9610	9610	9610	9610
A930019D19Rik	958	958	958	958
4933406D12Rik	737	737	737	737
Kiz	2150	2150	2150	2150
Xrn2	3367	3367	3367	3367
Nkx2-4	1065	1065	1065	1065
Nkx2-2	1701	1701	2049	2448
Nkx2-2os	4345	4345	4345	4345
6430503K07Rik	551	551	551	551
AI646519	733	733	733	733
Pax1	2638	2638	2638	2638
A530006G24Rik	1331	1331	1331	1331
Foxa2	2112	2128	2138	2370
Sstr4	1388	1388	1388	1388
Thbd	3718	3718	3718	3718
Cd93	6638	6638	6638	6638
Nxt1	1020	1020	1075	1101
Gzf1	4135	4135	4135	4135
Napb	3693	3693	3693	3693
Cstl1	610	610	610	610
Cst11	606	606	606	606
8030411F24Rik	601	601	601	601
Cst12	546	546	546	546
Cst8	703	703	703	703
Cst13	765	765	765	765
Cst9	686	686	686	686
9230104L09Rik	658	658	658	658
Cst3	742	742	742	742
Cst10	789	789	789	789
Syndig1	2055	2055	2055	2055
Zfp120	4064	4064	4096	4096
Gm14139	1728	1728	1728	1728
Zfp937	6920	6920	6920	6920
Gm14124	3018	3018	3018	3018
3300002I08Rik	648	648	648	648
Zfp442	2766	2766	2766	2766
Zfp345	2706	2706	2706	2706
Cst7	986	986	986	986
Apmap	2190	2190	2190	2190
Acss1	3594	3594	3594	3594
E130215H24Rik	936	936	936	936
Vsx1	3568	3568	3568	3568
Entpd6	2500	2500	2500	2500
Pygb	3838	3838	3838	3838
Abhd12	1967	1967	1967	1967
Gins1	865	865	1087	1159
Ninl	5093	5093	5093	5093
Nanp	1375	1375	1375	1375
Gm14151	2672	2672	2672	5344
4930442J19Rik	1466	1466	1466	1466
LOC100125594	1120	1120	1120	1120
4921509C19Rik	2682	2682	2682	2682
Nsfl1c	1483	1483	1486	1486
Fkbp1a	1718	1719	1892	1892
Sdcbp2	1398	1398	1398	1398
Snph	4648	4651	4750	4750
Rad21l	1659	1659	1659	1659
Tmem74b	1435	1435	1435	1435
Psmf1	3441	3441	3559	3559
Rspo4	2371	2371	2371	2371
Angpt4	1530	1530	1530	1530
Mir1953	89	89	89	89
Fam110a	1722	1690	1901	2224
Slc52a3	2485	2625	2693	2766
Scrt2	3395	3395	3395	3395
Srxn1	2812	2812	2812	2812
Tcf15	931	931	931	931
Csnk2a1	4204	4204	4204	4204
Tbc1d20	1936	1936	1936	1936
Rbck1	2317	2317	2397	2541
Trib3	2051	2051	2051	2051
Gm14164	1997	1997	1997	1997
Nrsn2	1380	1380	1380	1380
Sox12	4435	4435	4435	4435
Zcchc3	3089	3089	3089	3089
6820408C15Rik	1680	1685	1725	1728
Defb23	624	624	624	624
Defb20	690	690	690	690
Defb22	625	625	625	625
Defb26	647	647	647	647
Defb28	397	397	397	397
Defb29	405	405	405	405
Defb21	426	426	426	426
Defb19	394	394	394	394
Defb45	388	388	388	388
Defb36	468	468	468	468
Defb25	293	293	293	293
Rem1	1603	1603	1603	1603
H13	4049	4850	5402	9936
Mcts2	795	795	795	795
Id1	934	934	934	934
Cox4i2	727	727	727	727
Bcl2l1	2242	2446	2627	3195
Tpx2	4243	4177	4365	4365
Mir5622	60	60	60	60
Mylk2	2948	2948	2948	2948
Foxs1	1311	1311	1311	1311
Dusp15	1829	1829	3121	3346
Ttll9	2243	2243	2939	3121
Pdrg1	1229	1229	1229	1229
Xkr7	2711	2711	2711	2711
Ccm2l	2205	2205	2205	2205
Hck	2092	2092	2092	2092
Tm9sf4	3895	3895	3895	3895
Tspyl3	3072	3072	3072	3072
Plagl2	5407	5407	5407	5407
Pofut1	5603	5603	5603	5603
Kif3b	5631	5631	5631	5631
2500004C02Rik	1898	1898	1898	1898
Asxl1	6674	6674	6674	6674
Nol4l	6007	6007	6400	6523
Commd7	3250	3250	3288	3288
Dnmt3b	4149	4149	4324	4327
Mapre1	7327	7327	7327	7327
Efcab8	1463	1463	1463	1463
Sun5	1194	1194	1232	1232
Bpifb2	1730	1730	1730	1730
Bpifb6	1667	1667	1667	1667
Bpifb3	1821	1821	1821	1821
Bpifb4	2115	2115	2115	2115
Bpifa6	1572	1572	1572	1572
Bpifa2	961	961	961	961
Bpifa3	1107	1107	1110	1110
Bpifa1	1104	1104	1104	1104
Bpifa5	1085	1085	1085	1085
Bpifb1	1654	1654	1673	1712
Bpifb5	1637	1637	1637	1637
Bpifb9a	2038	2038	2038	2038
Bpifb9b	2046	2046	2046	2046
Cdk5rap1	1970	1970	1970	1970
Snta1	2115	2115	2115	2115
Cbfa2t2	6077	6077	6080	6080
Necab3	1810	1810	1810	1810
1700003F12Rik	733	733	733	733
Actl10	1501	1501	1501	1501
E2f1	2717	2717	2739	3099
Pxmp4	1468	1468	1468	1468
Zfp341	3224	3224	3224	3224
Chmp4b	1606	1606	1606	1606
Raly	1685	1735	1794	1842
Eif2s2	2513	2513	2513	2513
a	692	692	692	692
Ahcy	2541	2541	2541	2541
2310005A03Rik	1394	1394	1394	1394
Itch	5288	5288	5389	5389
Dynlrb1	808	808	934	1009
Map1lc3a	1017	1017	1045	1045
Pigu	1621	1621	1621	1621
Mir695	109	109	109	109
Trp53inp2	3934	3934	3934	3934
Ncoa6	5384	5384	6872	6872
Ggt7	2611	2611	2611	2611
Acss2	2833	2833	2833	2833
Acss2os	629	629	629	629
Gss	1895	1895	1963	1963
Myh7b	6132	6132	6132	6132
Mir499	79	79	79	79
Trpc4ap	3186	3186	3198	3198
Edem2	2294	2294	2294	2294
Procr	1504	1504	1504	1504
Mmp24	4304	4304	4304	4304
BC029722	1390	1390	1390	1390
Eif6	1495	1495	1495	1495
Fam83c	2337	2337	2337	2337
Uqcc1	2669	2669	2671	2671
Gdf5	2315	2315	2315	2315
Cep250	7947	7948	7979	7982
6430550D23Rik	1726	1726	1873	1971
Ergic3	1297	1297	1297	1297
Fer1l4	6105	6105	6105	6105
Spag4	1502	1502	1502	1502
Cpne1	3495	3495	3520	3520
Rbm12	3736	3736	3752	3752
Nfs1	2053	2053	2053	2053
Romo1	489	466	550	630
Rbm39	2727	2790	2808	2955
Phf20	5733	5733	5733	5733
Scand1	760	760	760	760
Cnbd2	2106	2106	2106	2106
2900097C17Rik	4917	4917	4917	4917
Epb4.1l1	6332	6447	6523	6963
Aar2	3518	3518	3590	3590
Gm14169	2527	2527	2527	2527
Dlgap4	4209	4808	4859	5886
4930405A21Rik	995	995	995	995
Myl9	1083	1083	1083	1083
Tgif2	2840	2840	2899	2899
5430405H02Rik	1366	1366	1509	1509
1110008F13Rik	1050	1050	1050	1050
Sla2	2508	2508	2508	2508
Ndrg3	2663	2663	2683	2683
Dsn1	2283	2283	2283	2283
Soga1	13232	13232	13232	13232
Tldc2	639	639	639	639
Samhd1	3948	3948	4010	4010
Rbl1	3632	3632	4883	5415
Mroh8	3462	3462	3462	3462
Rpn2	2716	2716	2716	2716
Ghrh	517	517	517	517
Manbal	1107	1107	1107	1107
Src	3878	3878	3887	3887
Blcap	2080	2080	2080	2080
Nnat	1221	1243	1255	1336
Ctnnbl1	2731	2731	2731	2731
Vstm2l	1363	1363	1363	1363
Tti1	3772	3772	3772	3772
Rprd1b	4497	4505	4603	4603
2010009K17Rik	570	570	570	570
Tgm2	3549	3549	3549	3549
D630003M21Rik	4219	4219	4523	5109
1700060C20Rik	590	590	590	590
Mir7685	62	62	62	62
Bpi	1779	1779	1779	1779
Lbp	2525	2525	2525	2525
Snhg17	3049	3049	3159	3172
Snhg11	5864	5864	5864	5864
Ralgapb	8396	8396	8414	8414
Adig	632	632	632	632
Arhgap40	2028	2028	2028	2028
Gm14204	3467	3467	5380	6738
Slc32a1	2805	2805	2805	2805
Actr5	2377	2377	2377	2377
Mir3474	58	58	58	58
Ppp1r16b	6381	6381	6392	6485
Fam83d	2260	2260	2260	2260
Dhx35	3264	3264	3310	3310
4933416E03Rik	1127	1127	1127	1127
9130015L21Rik	607	607	607	607
Gm826	1097	1097	1097	1097
Mafb	3389	3389	3389	3389
Top1	3846	3846	3846	3846
Plcg1	4435	4435	4435	4435
Zhx3	4480	4480	4480	4480
Lpin3	3434	3434	3473	3523
Emilin3	3487	3487	3558	3558
Chd6	10477	10477	10579	10579
Ptprt	12113	12112	12144	12174
Ptprtos	631	631	631	631
9430021M05Rik	2148	2148	2148	2148
Srsf6	3546	3546	3546	3546
L3mbtl1	2733	2733	2733	2733
Sgk2	2686	2554	3068	3155
Ift52	2124	2124	2124	2124
Mybl2	3702	3702	3702	3702
Mir7003	66	66	66	66
Gtsf1l	880	880	880	880
Tox2	1675	1675	1675	1675
Jph2	4195	4195	4235	4255
Oser1	1562	1562	1562	1562
Gdap1l1	2580	2580	2580	2580
Fitm2	1643	1643	1643	1643
2310001K24Rik	459	459	459	459
R3hdml	1094	1094	1094	1094
Hnf4aos	843	843	843	843
Hnf4a	4358	4358	4358	4358
Ttpal	4442	4460	4523	4523
Serinc3	3694	3694	3694	3694
0610039K10Rik	951	951	951	951
Pkig	1073	1059	1148	1426
Ada	1702	1702	1704	1704
Wisp2	1775	1775	1775	1775
Kcnk15	1032	1032	1032	1032
Rims4	832	832	832	832
Ywhab	2775	2775	2775	2775
Pabpc1l	2580	2580	2580	2580
Tomm34	2112	2112	2302	2369
Stk4	5189	5189	5189	5189
Kcns1	2712	2712	2712	2712
Wfdc5	2324	2324	2324	2324
Wfdc12	725	725	725	725
Wfdc15a	466	466	466	466
Wfdc15b	558	558	574	574
Svs2	1570	1570	1570	1570
Svs3b	1252	1252	1252	1252
Svs4	575	575	575	575
Svs3a	1200	1200	1200	1200
Svs6	532	532	532	532
Svs5	601	601	601	601
Slpi	876	876	876	876
Mir7678	71	71	71	71
Matn4	2375	2375	2508	2571
Rbpjl	2456	2456	2456	2456
Sdc4	2460	2460	2460	2460
Sys1	1608	1608	1608	1608
Trp53tg5	931	931	931	931
Dbndd2	3622	3602	3706	4069
Pigt	2557	2557	2557	2557
Wfdc2	708	708	708	708
Spint3	554	554	554	554
Wfdc6a	800	800	805	867
Eppin	755	755	755	755
Wfdc8	2438	2549	3235	3580
Wfdc6b	807	807	807	807
Wfdc16	1121	1121	1121	1121
Wfdc9	540	540	540	540
Wfdc10	459	459	459	459
Wfdc11	617	617	617	617
Wfdc13	1074	1074	1074	1074
Spint4	746	746	746	746
Spint5	443	443	443	443
Wfdc3	820	820	820	820
Dnttip1	1244	1244	1244	1244
Ube2c	931	931	931	931
Tnnc2	692	692	692	692
Snx21	1520	1520	1520	1520
Acot8	1151	1151	1151	1151
Zswim3	2689	2689	2689	2689
Zswim1	2701	2701	2701	2701
Spata25	783	783	783	783
Neurl2	1156	1156	1156	1156
Ctsa	3424	3424	3548	3626
Pltp	1806	1806	1806	1806
Pcif1	2752	2752	2752	2752
Zfp335	4570	4570	4570	4570
Mmp9	3174	3174	3174	3174
Slc12a5	6023	6023	6023	6023
Ncoa5	3091	3091	3091	3091
Cd40	1672	1678	1784	1784
1700025C18Rik	702	702	702	702
Cdh22	3586	3586	3586	3586
Slc35c2	1975	1990	2055	2109
Elmo2	4608	4608	4695	4793
Zfp663	3311	3311	3311	3311
Zfp334	5033	5033	5033	5033
Ocstamp	1956	1956	1956	1956
Slc13a3	3224	3224	3224	3224
Trp53rka	1868	1868	1868	1868
Slc2a10	3434	3434	3434	3434
Eya2	2400	2459	2460	2758
Zmynd8	5136	5129	7345	8909
Ncoa3	7531	7531	7531	7531
Sulf2	3844	3794	3948	4133
Gm11468	383	383	383	383
5031425F14Rik	1636	1636	1636	1636
Prex1	6530	6530	6530	6530
Mir6364	48	48	48	48
Trp53rkb	4413	4413	4413	4413
Arfgef2	8776	8776	8776	8776
Cse1l	3604	3604	3604	3604
Stau1	3534	3590	3634	3652
Ddx27	2592	2592	2592	2592
Znfx1	5682	5682	7214	7349
1500012F01Rik	738	738	738	738
Snord12	66	66	66	66
Kcnb1	11153	11153	11153	11153
Ptgis	1751	1751	1751	1751
B4galt5	4204	4204	4204	4204
Slc9a8	4525	4476	4875	4875
Spata2	3996	3996	3996	3996
Rnf114	3001	3001	3001	3001
Snai1	1586	1586	1586	1586
Ube2v1	1950	1950	1950	1950
Tmem189	1700	1700	1700	1700
Cebpb	1518	1518	1518	1518
A530013C23Rik	2150	2150	2171	2213
Ptpn1	4213	4213	4213	4213
Fam65c	2935	2935	2935	2935
Pard6b	3399	3399	3399	3399
E130018N17Rik	1309	1309	1309	1309
Adnp	4973	4953	5128	5128
Dpm1-adnp	5324	5324	5324	5324
Dpm1	2258	2258	2293	2293
Mocs3	1682	1682	1682	1682
Kcng1	2316	2316	2316	2316
Nfatc2	5074	5749	6828	8371
Atp9a	3572	3529	3729	3897
Mir7004	64	64	64	64
Sall4	3840	3741	5073	5073
Zfp64	2753	2753	2753	2753
1700017J07Rik	472	472	472	472
Tshz2	5113	5113	5113	5113
AY702102	1175	1175	1175	1175
A630075F10Rik	1886	1886	1913	2106
Zfp217	5677	5677	5685	5843
Bcas1	3021	3021	3090	3090
Bcas1os2	1174	1174	1174	1174
Cyp24a1	3296	3296	3296	3296
Pfdn4	860	875	887	1059
Gm16796	3172	3172	3172	3172
4930470P17Rik	1395	1395	1395	1395
Dok5	1771	1771	1774	1774
1700028P15Rik	856	856	856	856
Cbln4	2799	2799	2799	2799
Mc3r	2623	2623	2623	2623
Fam210b	3605	3605	3605	3605
Aurka	1936	1936	1975	1975
Cstf1	1820	1820	1820	1820
Cass4	3655	3633	3705	3711
Rtfdc1	2142	2142	2142	2142
